pokedex_number,name,generation,status,type_number,type_1,type_2,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
420,Cherubi,4,Normal,1,Grass,,275,45,35,45,62,53,35,190,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
421,Cherrim,4,Normal,1,Grass,,450,70,60,70,87,78,85,75,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
422,Shellos,4,Normal,1,Water,,325,76,48,48,57,62,34,190,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
423,Gastrodon,4,Normal,2,Water,Ground,475,111,83,68,92,82,39,75,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
424,Ambipom,4,Normal,1,Normal,,482,75,100,66,60,66,115,45,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
425,Drifloon,4,Normal,2,Ghost,Flying,348,90,50,34,60,44,70,125,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1
426,Drifblim,4,Normal,2,Ghost,Flying,498,150,80,44,90,54,80,60,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1
427,Buneary,4,Normal,1,Normal,,350,55,66,44,44,56,85,190,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
428,Lopunny,4,Normal,1,Normal,,480,65,76,84,54,96,105,60,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
428,Mega Lopunny,6,Normal,2,Normal,Fighting,580,65,136,94,54,96,135,60,1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
429,Mismagius,4,Normal,1,Ghost,,495,60,60,60,105,105,105,45,0,1,1,1,1,1,0,0.5,0,1,1,0.5,1,2,1,2,1,1
430,Honchkrow,4,Normal,2,Dark,Flying,505,100,125,52,105,52,71,30,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
431,Glameow,4,Normal,1,Normal,,310,49,55,42,42,37,85,190,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
432,Purugly,4,Normal,1,Normal,,452,71,82,64,64,59,112,75,1,0.5,1,1,1,0.5,2,1,1,1,1,1,1,0,1,1,1,1
433,Chingling,4,Normal,1,Psychic,,285,45,30,50,65,50,45,120,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
434,Stunky,4,Normal,2,Poison,Dark,329,63,63,47,41,41,74,225,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
435,Skuntank,4,Normal,2,Poison,Dark,479,103,93,67,71,61,84,60,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
436,Bronzor,4,Normal,2,Steel,Psychic,300,57,24,86,24,86,23,255,0.5,2,1,1,0.5,0.5,1,0,0,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
437,Bronzong,4,Normal,2,Steel,Psychic,500,67,89,116,79,116,33,90,0.5,2,1,1,0.5,0.5,1,0,0,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
438,Bonsly,4,Normal,1,Rock,,290,50,80,95,10,45,10,255,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
439,Mime Jr.,4,Normal,2,Psychic,Fairy,310,20,25,45,70,90,60,145,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
440,Happiny,4,Normal,1,Normal,,220,100,5,5,15,65,30,130,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
441,Chatot,4,Normal,2,Normal,Flying,411,76,65,45,92,42,91,30,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
442,Spiritomb,4,Normal,2,Ghost,Dark,485,50,92,108,92,108,35,100,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
443,Gible,4,Normal,2,Dragon,Ground,300,58,70,45,40,45,42,45,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
444,Gabite,4,Normal,2,Dragon,Ground,410,68,90,65,50,55,82,45,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
445,Garchomp,4,Normal,2,Dragon,Ground,600,108,130,95,80,85,102,45,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
445,Mega Garchomp,6,Normal,2,Dragon,Ground,700,108,170,115,120,95,92,45,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
446,Munchlax,4,Normal,1,Normal,,390,135,85,40,40,85,5,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
447,Riolu,4,Normal,1,Fighting,,285,40,70,40,35,40,60,75,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
448,Lucario,4,Normal,2,Fighting,Steel,525,70,110,70,115,70,90,45,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1
448,Mega Lucario,6,Normal,2,Fighting,Steel,625,70,145,88,140,70,112,45,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1
449,Hippopotas,4,Normal,1,Ground,,330,68,72,78,38,42,32,140,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
450,Hippowdon,4,Normal,1,Ground,,525,108,112,118,68,72,47,60,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
451,Skorupi,4,Normal,2,Poison,Bug,330,40,50,90,30,55,65,120,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
452,Drapion,4,Normal,2,Poison,Dark,500,70,90,110,60,75,95,45,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
453,Croagunk,4,Normal,2,Poison,Fighting,300,48,61,40,61,40,50,140,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1
454,Toxicroak,4,Normal,2,Poison,Fighting,490,83,106,65,86,65,85,75,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1
455,Carnivine,4,Normal,1,Grass,,454,74,100,72,90,72,46,200,1,2,0.5,0.5,0.5,2,1,2,0,2,1,2,1,1,1,1,1,1
456,Finneon,4,Normal,1,Water,,330,49,49,56,49,61,66,190,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
457,Lumineon,4,Normal,1,Water,,460,69,69,76,69,86,91,75,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
458,Mantyke,4,Normal,2,Water,Flying,345,45,20,50,60,120,50,25,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
459,Snover,4,Normal,2,Grass,Ice,334,60,62,50,62,60,40,120,1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1
460,Abomasnow,4,Normal,2,Grass,Ice,494,90,92,75,92,85,60,60,1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1
460,Mega Abomasnow,6,Normal,2,Grass,Ice,594,90,132,105,132,105,30,60,1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1
461,Weavile,4,Normal,2,Dark,Ice,510,70,120,65,45,85,125,45,1,2,1,1,1,0.5,4,1,1,1,0,2,2,0.5,1,0.5,2,2
462,Magnezone,4,Normal,2,Electric,Steel,535,70,70,115,130,90,60,30,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
463,Lickilicky,4,Normal,1,Normal,,515,110,85,95,80,95,50,30,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
464,Rhyperior,4,Normal,2,Ground,Rock,535,115,140,130,55,55,40,30,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
465,Tangrowth,4,Normal,1,Grass,,535,100,100,125,110,50,50,30,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
466,Electivire,4,Normal,1,Electric,,540,75,123,67,95,85,95,30,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
467,Magmortar,4,Normal,1,Fire,,540,75,95,67,125,95,83,30,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
468,Togekiss,4,Normal,2,Fairy,Flying,545,85,50,95,120,115,80,30,1,1,1,2,0.5,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1
469,Yanmega,4,Normal,2,Bug,Flying,515,86,76,86,116,56,95,30,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
470,Leafeon,4,Normal,1,Grass,,525,65,110,130,60,65,95,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
471,Glaceon,4,Normal,1,Ice,,525,65,60,110,130,95,65,45,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
472,Gliscor,4,Normal,2,Ground,Flying,510,75,95,125,45,75,95,30,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1
473,Mamoswine,4,Normal,2,Ice,Ground,530,110,130,80,70,60,80,50,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1
474,Porygon-Z,4,Normal,1,Normal,,535,85,80,70,135,75,90,30,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
475,Gallade,4,Normal,2,Psychic,Fighting,518,68,125,65,65,115,80,45,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
475,Mega Gallade,6,Normal,2,Psychic,Fighting,618,68,165,95,65,115,110,45,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
476,Probopass,4,Normal,2,Rock,Steel,525,60,55,145,75,150,40,60,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
477,Dusknoir,4,Normal,1,Ghost,,525,45,100,135,65,135,45,45,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
478,Froslass,4,Normal,2,Ice,Ghost,480,70,80,70,80,70,110,75,0,2,1,1,1,0.5,0,0.5,1,1,1,0.5,2,2,1,2,2,1
479,Rotom,4,Normal,2,Electric,Ghost,440,50,50,77,95,77,91,45,0,1,1,0.5,1,1,0,0.5,0,0.5,1,0.5,1,2,1,2,0.5,1
479,Heat Rotom,4,Normal,2,Electric,Fire,520,50,65,107,105,107,86,45,1,0.5,2,0.5,0.5,0.5,1,1,0,0.5,1,0.5,2,1,1,1,0.25,0.5
479,Wash Rotom,4,Normal,2,Electric,Water,520,50,65,107,105,107,86,45,1,0.5,0.5,1,2,0.5,1,1,0,0.5,1,1,1,1,1,1,0.25,1
479,Frost Rotom,4,Normal,2,Electric,Ice,520,50,65,107,105,107,86,45,1,2,1,0.5,1,0.5,2,1,0,0.5,1,1,2,1,1,1,1,1
479,Fan Rotom,4,Normal,2,Electric,Flying,520,50,65,107,105,107,86,45,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
479,Mow Rotom,4,Normal,2,Electric,Grass,520,50,65,107,105,107,86,45,1,2,0.5,0.25,0.5,2,1,2,0,1,1,2,1,1,1,1,0.5,1
480,Uxie,4,Sub Legendary,1,Psychic,,580,75,75,130,75,130,95,3,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
481,Mesprit,4,Sub Legendary,1,Psychic,,580,80,105,105,105,105,80,3,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
482,Azelf,4,Sub Legendary,1,Psychic,,580,75,125,70,125,70,115,3,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
483,Dialga,4,Legendary,2,Steel,Dragon,680,100,120,120,150,100,90,3,0.5,1,0.5,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1
484,Palkia,4,Legendary,2,Water,Dragon,680,90,120,100,150,120,100,3,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2
485,Heatran,4,Sub Legendary,2,Fire,Steel,600,91,90,106,130,106,77,3,0.5,0,2,1,0.25,0.25,2,0,4,0.5,0.5,0.25,1,1,0.5,1,0.25,0.25
486,Regigigas,4,Sub Legendary,1,Normal,,670,110,160,110,80,110,100,3,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
487,Giratina Altered Forme,4,Legendary,2,Ghost,Dragon,680,150,100,120,100,120,90,3,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
487,Giratina Origin Forme,4,Legendary,2,Ghost,Dragon,680,150,120,100,120,100,90,3,0,0.5,0.5,0.5,0.5,2,0,0.5,0,1,1,0.5,1,2,2,2,1,2
488,Cresselia,4,Sub Legendary,1,Psychic,,600,120,70,120,75,130,85,3,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
489,Phione,4,Mythical,1,Water,,480,80,80,80,80,80,80,30,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
490,Manaphy,4,Mythical,1,Water,,600,100,100,100,100,100,100,3,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
491,Darkrai,4,Mythical,1,Dark,,600,70,90,90,135,90,125,3,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
492,Shaymin Land Forme,4,Mythical,1,Grass,,600,100,100,100,100,100,100,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
492,Shaymin Sky Forme,4,Mythical,2,Grass,Flying,600,100,103,75,120,75,127,45,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
493,Arceus,4,Mythical,1,Normal,,720,120,120,120,120,120,120,3,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
494,Victini,5,Mythical,2,Psychic,Fire,600,100,100,100,100,100,100,3,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
495,Snivy,5,Normal,1,Grass,,308,45,45,55,45,55,63,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
496,Servine,5,Normal,1,Grass,,413,60,60,75,60,75,83,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
497,Serperior,5,Normal,1,Grass,,528,75,75,95,75,95,113,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
498,Tepig,5,Normal,1,Fire,,308,65,63,45,45,45,45,45,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
499,Pignite,5,Normal,2,Fire,Fighting,418,90,93,55,70,55,55,45,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
500,Emboar,5,Normal,2,Fire,Fighting,528,110,123,65,100,65,65,45,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
501,Oshawott,5,Normal,1,Water,,308,55,55,45,63,45,45,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
502,Dewott,5,Normal,1,Water,,413,75,75,60,83,60,60,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
503,Samurott,5,Normal,1,Water,,528,95,100,85,108,70,70,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
504,Patrat,5,Normal,1,Normal,,255,45,55,39,35,39,42,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
505,Watchog,5,Normal,1,Normal,,420,60,85,69,60,69,77,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
506,Lillipup,5,Normal,1,Normal,,275,45,60,45,25,45,55,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
507,Herdier,5,Normal,1,Normal,,370,65,80,65,35,65,60,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
508,Stoutland,5,Normal,1,Normal,,500,85,110,90,45,90,80,45,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
509,Purrloin,5,Normal,1,Dark,,281,41,50,37,50,37,66,255,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
510,Liepard,5,Normal,1,Dark,,446,64,88,50,88,50,106,90,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
511,Pansage,5,Normal,1,Grass,,316,50,53,48,53,48,64,190,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
512,Simisage,5,Normal,1,Grass,,498,75,98,63,98,63,101,75,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
513,Pansear,5,Normal,1,Fire,,316,50,53,48,53,48,64,190,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
514,Simisear,5,Normal,1,Fire,,498,75,98,63,98,63,101,75,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
515,Panpour,5,Normal,1,Water,,316,50,53,48,53,48,64,190,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
516,Simipour,5,Normal,1,Water,,498,75,98,63,98,63,101,75,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
517,Munna,5,Normal,1,Psychic,,292,76,25,45,67,55,24,190,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
518,Musharna,5,Normal,1,Psychic,,487,116,55,85,107,95,29,75,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
519,Pidove,5,Normal,2,Normal,Flying,264,50,55,50,36,30,43,255,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
520,Tranquill,5,Normal,2,Normal,Flying,358,62,77,62,50,42,65,120,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
521,Unfezant,5,Normal,2,Normal,Flying,488,80,115,80,65,55,93,45,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
522,Blitzle,5,Normal,1,Electric,,295,45,60,32,50,32,76,190,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
523,Zebstrika,5,Normal,1,Electric,,497,75,100,63,80,63,116,75,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
524,Roggenrola,5,Normal,1,Rock,,280,55,75,85,25,25,15,255,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
525,Boldore,5,Normal,1,Rock,,390,70,105,105,50,40,20,120,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
526,Gigalith,5,Normal,1,Rock,,515,85,135,130,60,80,25,45,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
527,Woobat,5,Normal,2,Psychic,Flying,323,65,45,43,55,43,72,190,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
528,Swoobat,5,Normal,2,Psychic,Flying,425,67,57,55,77,55,114,45,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
529,Drilbur,5,Normal,1,Ground,,328,60,85,40,30,45,68,120,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
530,Excadrill,5,Normal,2,Ground,Steel,508,110,135,60,50,65,88,60,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
531,Audino,5,Normal,1,Normal,,445,103,60,86,60,86,50,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
531,Mega Audino,6,Normal,2,Normal,Fairy,545,103,60,126,80,126,50,255,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1
532,Timburr,5,Normal,1,Fighting,,305,75,80,55,25,35,35,180,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
533,Gurdurr,5,Normal,1,Fighting,,405,85,105,85,40,50,40,90,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
534,Conkeldurr,5,Normal,1,Fighting,,505,105,140,95,55,65,45,45,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
535,Tympole,5,Normal,1,Water,,294,50,50,40,50,40,64,255,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
536,Palpitoad,5,Normal,2,Water,Ground,384,75,65,55,65,55,69,120,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
537,Seismitoad,5,Normal,2,Water,Ground,509,105,95,75,85,75,74,45,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
538,Throh,5,Normal,1,Fighting,,465,120,100,85,30,85,45,45,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
539,Sawk,5,Normal,1,Fighting,,465,75,125,75,30,75,85,45,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
540,Sewaddle,5,Normal,2,Bug,Grass,310,45,53,70,40,60,42,255,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
541,Swadloon,5,Normal,2,Bug,Grass,380,55,63,90,50,80,42,120,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
542,Leavanny,5,Normal,2,Bug,Grass,500,75,103,80,70,80,92,45,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
543,Venipede,5,Normal,2,Bug,Poison,260,30,45,59,30,39,57,255,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
544,Whirlipede,5,Normal,2,Bug,Poison,360,40,55,99,40,79,47,120,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
545,Scolipede,5,Normal,2,Bug,Poison,485,60,100,89,55,69,112,45,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
546,Cottonee,5,Normal,2,Grass,Fairy,280,40,27,60,37,50,66,190,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
547,Whimsicott,5,Normal,2,Grass,Fairy,480,60,67,85,77,75,116,75,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
548,Petilil,5,Normal,1,Grass,,280,45,35,50,70,50,30,190,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
549,Lilligant,5,Normal,1,Grass,,480,70,60,75,110,75,90,75,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
550,Basculin Red-Striped Form,5,Normal,1,Water,,460,70,92,65,80,55,98,25,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
550,Basculin Blue-Striped Form,5,Normal,1,Water,,460,70,92,65,80,55,98,25,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
551,Sandile,5,Normal,2,Ground,Dark,292,50,72,35,35,35,65,180,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
552,Krokorok,5,Normal,2,Ground,Dark,351,60,82,45,45,45,74,90,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
553,Krookodile,5,Normal,2,Ground,Dark,519,95,117,80,65,70,92,45,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
554,Darumaka,5,Normal,1,Fire,,315,70,90,45,15,45,50,120,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
554,Galarian Darumaka,8,Normal,1,Ice,,315,70,90,45,15,45,50,,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
555,Darmanitan Standard Mode,5,Normal,1,Fire,,480,105,140,55,30,55,95,60,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
555,Darmanitan Zen Mode,5,Normal,2,Fire,Psychic,540,105,30,105,140,105,55,60,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
555,Darmanitan Galarian Standard Mode,8,Normal,1,Ice,,480,105,140,55,30,55,95,,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
555,Darmanitan Galarian Zen Mode,8,Normal,2,Ice,Fire,540,105,160,55,30,55,135,,1,1,2,1,0.5,0.25,2,1,2,1,1,0.5,4,1,1,1,1,0.5
556,Maractus,5,Normal,1,Grass,,461,75,86,67,106,67,60,255,1,2,0,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
557,Dwebble,5,Normal,2,Bug,Rock,325,50,65,85,35,35,55,190,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
558,Crustle,5,Normal,2,Bug,Rock,485,70,105,125,65,75,45,75,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
559,Scraggy,5,Normal,2,Dark,Fighting,348,50,75,70,35,70,48,180,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
560,Scrafty,5,Normal,2,Dark,Fighting,488,65,90,115,45,115,58,90,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
561,Sigilyph,5,Normal,2,Psychic,Flying,490,72,58,80,103,80,97,45,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
562,Yamask,5,Normal,1,Ghost,,303,38,30,85,55,65,30,190,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
562,Galarian Yamask,8,Normal,2,Ground,Ghost,303,38,55,85,30,65,30,,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
563,Cofagrigus,5,Normal,1,Ghost,,483,58,50,145,95,105,30,90,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
564,Tirtouga,5,Normal,2,Water,Rock,355,54,78,103,53,45,22,45,0.5,0.25,1,1.5,3,0.5,1.5,0.5,1.5,0.5,1,1,1,1,1,1,1,1
565,Carracosta,5,Normal,2,Water,Rock,495,74,108,133,83,65,32,45,0.5,0.25,1,1.5,3,0.5,1.5,0.5,1.5,0.5,1,1,1,1,1,1,1,1
566,Archen,5,Normal,2,Rock,Flying,401,55,112,45,74,45,70,45,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
567,Archeops,5,Normal,2,Rock,Flying,567,75,140,65,112,65,110,45,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
